ID,Area,City,Restaurant,Price,Avg ratings,Food type,Latitude,Longitude,Geocode Precision
211,Koramangala,Bangalore,Tandoor Hut,300,4.4,"Biryani,Chinese,North Indian,South Indian",12.9352,77.6245,Locality (matched)
221,Koramangala,Bangalore,Tunday Kababi,300,4.1,"Mughlai,Lucknowi",12.9352,77.6245,Locality (matched)
246,Jogupalya,Bangalore,Kim Lee,650,4.4,Chinese,12.9707,77.621,Locality (matched)
248,Indiranagar,Bangalore,New Punjabi Hotel,250,3.9,"North Indian,Punjabi,Tandoor,Chinese",12.9719,77.6412,Locality (matched)
249,Indiranagar,Bangalore,Nh8,350,4,"Rajasthani,Gujarati,North Indian,Snacks,Desserts,Beverages,Thalis,Chaat",12.9719,77.6412,Locality (matched)
254,Indiranagar,Bangalore,Treat,800,4.5,"Mughlai,North Indian",12.9719,77.6412,Locality (matched)
258,Indiranagar,Bangalore,Chinita Real Mexican Food,1000,4.5,"Mexican,Beverages,Salads",12.9719,77.6412,Locality (matched)
263,Koramangala,Bangalore,Cupcake Noggins - Cakespastries And Desserts,150,4.3,"Desserts,British,Bakery,Pizzas,Snacks",12.9352,77.6245,Locality (matched)
267,Domlur,Bangalore,Tea Brew,350,4.1,"American,Italian,Beverages,Continental,Chinese,Pastas,Pizzas,Fast Food",12.961,77.6387,Locality (matched)
308,Koramangala,Bangalore,Bangaliana,300,4,Bengali,12.9352,77.6245,Locality (matched)
435,Koramangala,Bangalore,Bamey'S Restro Cafe,400,4.4,"Chinese,Thai,Nepalese",12.9352,77.6245,Locality (matched)
446,Cooke Town,Bangalore,Altaf'S Chillies Restaurants,250,4.3,"North Indian,Chinese",12.9946,77.6212,Locality (matched)
453,Pulikeshi Nagar,Bangalore,Chichabas Taj,532,4.2,"Mughlai,North Indian,Biryani",12.995,77.61,Locality (matched)
464,Sivanchetti Gardens,Bangalore,Urban Solace,500,2.9,"American,Continental",12.9605,77.601,Locality (matched)
504,Kodihalli,Bangalore,Kaati Zone Rolls & Wraps,150,4.3,"Fast Food,Beverages,Bengali,Biryani,Indian,North Indian,Snacks,Street Food",12.9611,77.6486,Locality (matched)
604,Koramangala,Bangalore,Aalishan Restaurant & Caterer,290,4.3,"Mughlai,North Indian",12.9352,77.6245,Locality (matched)
608,Domlur,Bangalore,Kerala Pavilion,300,4.1,"Kerala,Seafood",12.961,77.6387,Locality (matched)
621,Indiranagar,Bangalore,Kitchen Of Joy,250,4.4,"Bengali,Fast Food,Chinese",12.9719,77.6412,Locality (matched)
1050,Jayanagar,Bangalore,Nagarjuna Chimney,800,4.2,"Seafood,Andhra,Biryani,South Indian,Combo,Desserts,Beverages",12.925,77.5938,Locality (matched)
1299,Film Nagar,Hyderabad,So. The Sky Kitchen,800,2.9,"Mughlai,North Indian,Chinese,Thai,Asian",17.413,78.426,Locality (matched)
1304,Indiranagar,Bangalore,Esplanade,1200,4.3,"Mughlai,Bengali",12.9719,77.6412,Locality (matched)
1457,Banashankari,Bangalore,Hotel New Karavali,250,3.8,"North Indian,Chinese,South Indian",12.9255,77.5468,Locality (matched)
1547,Masab Tank,Hyderabad,Dine Hill,400,4.1,"Arabian,Biryani,North Indian,Chinese",17.402,78.453,Locality (matched)
1590,Banjara Hills,Hyderabad,Sarvi Restaurant,400,4.1,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",17.4156,78.4347,Locality (matched)
1593,Banjara Hills,Hyderabad,Sarvi Bakery,250,4.1,"Desserts,Fast Food,Bakery",17.4156,78.4347,Locality (matched)
1609,Andheri East,Mumbai,Kung Fu Panda,600,4.3,Chinese  Thai  Asian,19.1136,72.8697,Locality (matched)
1617,Powai,Mumbai,Kosho,300,4.2,"Mughlai,North Indian,Chinese,Seafood,Italian",19.1176,72.906,Locality (matched)
1844,Punjagutta,Hyderabad,Chinese Pavilion,850,4.3,"Chinese,Seafood",17.4256,78.453,Locality (matched)
1848,Banjara Hills,Hyderabad,Chef Inam'S Steak House,1200,4.2,"Steakhouse,American",17.4156,78.4347,Locality (matched)
1874,Indiranagar,Bangalore,Mamagoto,900,4.2,"Chinese,Asian,Pan-Asian,Thai,Oriental",12.9719,77.6412,Locality (matched)
1884,Powai,Mumbai,Hakka Express,300,4,"Chinese,Asian,Thai",19.1176,72.906,Locality (matched)
2008,Indiranagar,Bangalore,The Brekkie Shop - All Day Menu,200,4.3,"British,Italian,Indian,Chinese,South Indian,North Indian,Desserts",12.9719,77.6412,Locality (matched)
2042,Aundh,Pune,Juice Destination,200,4.2,"Thalis,North Indian,Punjabi,Beverages",18.559,73.808,Locality (matched)
2047,Aundh,Pune,Hyderabadi Spice,400,4.2,"Biryani,Mughlai,North Indian,Chinese",18.559,73.808,Locality (matched)
2102,Aundh,Pune,Cafe Peterdonuts,400,4.1,"Continental,Desserts",18.559,73.808,Locality (matched)
2250,Baner,Pune,Karolbaug,750,4.1,"Mughlai,North Indian,Chinese,Biryani",18.559,73.7868,Locality (matched)
2312,Powai Area,Mumbai,The Punjabi'S Kitchen,500,4.4,North Indian,19.1176,72.906,Locality (matched)
2344,Ramgopalpet,Hyderabad,Aangan - Yatri Nivas,500,4.1,North Indian  South Indian,17.431,78.483,Locality (matched)
2348,Kalasiguda,Hyderabad,Bluefox,800,4.2,Biryani  North Indian  Chinese  Tandoor,17.439,78.498,Locality (matched)
2516,Aundh,Pune,Taaareef,1100,4.4,"Mughlai,North Indian,Seafood,Biryani",18.559,73.808,Locality (matched)
2770,Kalasiguda,Hyderabad,Flavours Of Taj Mahal Hotel,300,4.2,North Indian  Chinese  Desserts  Continental  South Indian,17.439,78.498,Locality (matched)
2776,Adarsh Nagar,Hyderabad,Ohri'S Eatmor,600,4.2,"Ice Cream,Beverages,Desserts,Chaat,Italian",17.403,78.47,Locality (matched)
2777,Adarsh Nagar,Hyderabad,Ohri'S Ming'S Court,500,4,Chinese,17.403,78.47,Locality (matched)
2795,Himayatnagar,Hyderabad,Minerva Coffee Shop,500,4.3,"South Indian,North Indian,Chinese",17.4008,78.4813,Locality (matched)
2796,Himayatnagar,Hyderabad,Bluefox,800,4.1,"Biryani,North Indian,Chinese,Tandoor",17.4008,78.4813,Locality (matched)
2811,Ashok Nagar,Bangalore,Art Of Delight,250,4.6,"Ice Cream,Desserts,Beverages",12.9843,77.5936,Locality (matched)
2820,Commercial Street,Bangalore,Khan Saheb Grills And Rolls,300,4.3,"Tandoor,Mughlai,North Indian,Kebabs",12.9822,77.6083,Locality (matched)
2824,Richmond Town,Bangalore,Fanoos,300,4.2,"Biryani,Tandoor,Kebabs,Barbecue,Fast Food",12.9611,77.6033,Locality (matched)
2827,Richmond Town,Bangalore,In Wok,500,4.3,Chinese,12.9611,77.6033,Locality (matched)
2832,Ashok Nagar,Bangalore,Lakeview Milkbar,450,4.1,"Desserts,Ice Cream,Bakery,Fast Food",12.9843,77.5936,Locality (matched)
2839,Ashok Nagar,Bangalore,C Sharp Kitchen,300,2.9,"Chinese,Continental,Fast Food",12.9843,77.5936,Locality (matched)
2840,Ashok Nagar,Bangalore,Roomali,1000,4.4,"North Indian,Indian",12.9843,77.5936,Locality (matched)
2843,Ashok Nagar,Bangalore,Tadka Singh,300,4.2,"Punjabi,North Indian",12.9843,77.5936,Locality (matched)
2914,Ashok Nagar,Bangalore,Bheemas,550,4.3,Andhra,12.9843,77.5936,Locality (matched)
2915,Vasanth Nagar,Bangalore,Watson'S,450,2.9,Fast Food,12.9899,77.5926,Locality (matched)
2964,Andheri East,Mumbai,Sai Leela,500,4.2,"Mughlai,North Indian,Chinese,Seafood",19.1136,72.8697,Locality (matched)
3007,Bhowanipore,Kolkata,Tandoori Darbar,500,4.4,"North Indian,Chinese,Tandoor,Biryani,Beverages,Desserts",22.527,88.345,Locality (matched)
3010,Ballygunge,Kolkata,Ballygunge Dhaba,500,4.3,"North Indian,Biryani,Chinese",22.528,88.366,Locality (matched)
3018,Gariahat,Kolkata,Tero Parbon,500,4.3,Bengali,22.519,88.363,Locality (matched)
3020,Ballygunge,Kolkata,Wise Owl The Coffee Shop,700,4.3,"Continental,American,Cafe",22.528,88.366,Locality (matched)
3022,Gariahat,Kolkata,Aminia Restaurant- Golpark,500,4.3,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",22.519,88.363,Locality (matched)
3025,Gariahat,Kolkata,Bedouin - Sher E Bengal,500,2.9,"North Indian,Chinese,Bengali",22.519,88.363,Locality (matched)
3031,Ballygunge,Kolkata,Sharma Dhaba,300,4.2,North Indian  Fast Food  Tandoor  Biryani  Kebabs  Snacks  Chinese,22.528,88.366,Locality (matched)
3063,Indiranagar,Bangalore,Kund Indian Barbeque,200,4.2,"Mughlai,North Indian,Biryani,Kebabs,Desserts",12.9719,77.6412,Locality (matched)
3071,Bhowanipore,Kolkata,Jai Hind Dhaba,500,4.3,"North Indian,Indian,Tandoor,Kebabs,Punjabi,Home Food,Chinese",22.527,88.345,Locality (matched)
3074,Kalighat,Kolkata,Tamarind,1100,4.4,"North Indian,South Indian",22.519,88.342,Locality (matched)
3207,Pulikeshi Nagar,Bangalore,Pathaan Sir,300,4.2,Fast Food,12.995,77.61,Locality (matched)
3265,Indiranagar,Bangalore,Chaipatty,200,3.9,"Fast Food,Beverages,Pizzas,Street Food,Snacks",12.9719,77.6412,Locality (matched)
3279,Powai Area,Mumbai,5 Spice,1100,4.2,"Chinese,Desserts",19.1176,72.906,Locality (matched)
3324,Punjagutta,Hyderabad,Srikanya,250,4.1,"Andhra,Seafood",17.4256,78.453,Locality (matched)
3326,Sion,Mumbai,Cafe Vrindavan,500,4.3,"North Indian,Chinese,South Indian",19.0448,72.8619,Locality (matched)
3329,Mumbai,Mumbai,Ramdeo,450,4,"North Indian,Chinese,South Indian,Fast Food",19.076,72.8777,Locality (matched)
3331,Mumbai,Mumbai,Shabari,400,3.9,"North Indian,South Indian,Fast Food",19.076,72.8777,Locality (matched)
3332,Rajajinagar,Bangalore,The Purple Pan,400,4.1,"Mughlai,North Indian,Chinese,Arabian",12.9905,77.5554,Locality (matched)
3350,Pulikeshi Nagar,Bangalore,Moriz Nano,500,2.9,"North Indian,Chinese,Biryani,Seafood",12.995,77.61,Locality (matched)
3369,Ashok Nagar,Bangalore,Truffles,450,4.5,"American,Desserts,Continental,Italian",12.9843,77.5936,Locality (matched)
3439,Golpark,Kolkata,The Grub Club,400,4.3,"Italian,Chinese,Thai",22.517,88.363,Locality (matched)
3454,Koramangala,Bangalore,Lazeez,500,4.2,"North Indian,Mughlai",12.9352,77.6245,Locality (matched)
3531,Shivajinagar,Pune,Marrakesh,300,4,"Lebanese,North Indian,Afghani,Mughlai,Combo,Biryani,Kebabs,Mediterranean,Arabian,Middle Eastern,Desserts",18.5308,73.8478,Locality (matched)
3549,Banjara Hills,Hyderabad,Keshav Reddy Sweets,150,4.2,"Sweets,Bakery,Desserts,Fast Food,Street Food,Chaat",17.4156,78.4347,Locality (matched)
3813,Gariahat,Kolkata,Kimli,600,4.4,"Chinese,Seafood",22.519,88.363,Locality (matched)
3830,Koregaon Park,Pune,Prem'S,1200,4.2,"North Indian,Chinese,Continental,Asian,Desserts,Beverages",18.5362,73.8938,Locality (matched)
3835,Deccan Gymkhana,Pune,The Chocolate Room,450,2.9,"Desserts,Continental,Fast Food",18.5162,73.8397,Locality (matched)
3855,Koregaon Park,Pune,Uncle'S Chinese,350,4.1,"Chinese,Thai,Malaysian",18.5362,73.8938,Locality (matched)
3889,Jayanagar,Bangalore,House Of Kebab'S,500,3.7,"North Indian,Chinese,Biryani",12.925,77.5938,Locality (matched)
3914,Karkhana,Hyderabad,Oh So Stoned,300,3.9,Ice Cream  Desserts,17.447,78.5,Locality (matched)
4051,Kothrud,Pune,Zest Cafe Bar,250,4.2,"Chinese,Fast Food",18.5074,73.8077,Locality (matched)
4064,Koregaon Park,Pune,Seven - Shawarma And Burgers,250,3.9,"Lebanese,Fast Food,Snacks,Arabian",18.5362,73.8938,Locality (matched)
4086,Kothrud,Pune,Rushhrs,250,4.3,"Salads,Healthy Food",18.5074,73.8077,Locality (matched)
4087,Erandwane,Pune,Aroma'S Hyderabad House - Karve Road,400,4.2,"Biryani,Mughlai,North Indian,Chinese",18.5089,73.83,Locality (matched)
4138,Koti,Hyderabad,Grand Hotel,300,4.1,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts",17.3833,78.4794,Locality (matched)
4188,Dilsukhnagar,Hyderabad,Tipsy Topsy,250,3.7,Chinese  Italian  Desserts  Bakery  Fast Food,17.3687,78.5247,Locality (matched)
4248,Nagole,Hyderabad,Hotel Swagath Grand - Dhanturi Group Of Hotels,300,3.9,"Biryani,Chinese,South Indian,North Indian,Tandoor",17.38,78.559,Locality (matched)
4252,Chandrapuri Colony,Hyderabad,Hotel Sitara Grand - Dhanturi Group Of Hotels,300,3.8,"Biryani,Chinese,South Indian,North Indian,Tandoor",17.385,78.4867,City-level (approximate fallback)
4256,Kothapet,Hyderabad,Nakshatra Inn Multi Cuisine Restaurant,300,3.8,"Biryani,Chinese,North Indian,South Indian",17.3745,78.531,Locality (matched)
4320,Narayanguda,Hyderabad,Mehfil,300,3.9,"Biryani,Tandoor,Chinese,Indian,Kebabs,Desserts",17.4013,78.4913,Locality (matched)
4338,Fc Road,Pune,The Burger Barn Cafe,300,4.1,"American,Fast Food",18.5236,73.841,Locality (matched)
4429,Park Street Area,Kolkata,Sip & Sandwich,300,2.9,Pastas  Beverages  Fast Food,22.552,88.352,Locality (matched)
4430,Beniapukur,Kolkata,Shiraz Golden Restaurant,500,4.4,"Biryani,Mughlai,North Indian,Indian,Kebabs,Tandoor",22.546,88.368,Locality (matched)
4484,Park Street Area,Kolkata,Mocambo,1500,4.4,"North Indian,Biryani,Continental,Italian",22.552,88.352,Locality (matched)
4558,Bidhannagar,Kolkata,The Scoop,400,4.1,"North Indian,Chinese,South Indian,Fast Food",22.585,88.418,Locality (matched)
4565,Bidhannagar,Kolkata,Kaafila,1600,3.9,"Mughlai,North Indian",22.585,88.418,Locality (matched)
4587,Bidhannagar,Kolkata,Ranjan'S,200,4.2,"North Indian,Chinese",22.585,88.418,Locality (matched)
4599,Bidhannagar,Kolkata,Balle Balle Dhaba,500,4.1,"North Indian,Punjabi,Biryani",22.585,88.418,Locality (matched)
4600,Bidhannagar,Kolkata,Le Coffee Creme,600,3.9,"Combo,Chinese,Continental,Italian,Fast Food,Mexican",22.585,88.418,Locality (matched)
4614,Himayatnagar,Hyderabad,Crystal Restaurant,350,3.9,"Biryani,North Indian,Chinese",17.4008,78.4813,Locality (matched)
4650,New Nallakunta,Hyderabad,Bawarchi,300,3.9,"Biryani,Tandoor,Chinese,Indian,Desserts,Kebabs,Mughlai",17.403,78.495,Locality (matched)
4739,Sivanchetti Gardens,Bangalore,The Grill House - Steaks & Sizzlers,1100,4.2,"American,Steakhouse,Italian,Mexican,Continental,Mediterranean,Desserts,Grill,Salads,Pastas,Pizzas,Lebanese",12.9605,77.601,Locality (matched)
4774,Adikmet,Hyderabad,Us Pizza,200,3.2,"Italian,Pizzas,Fast Food,Beverages,Desserts",17.401,78.506,Locality (matched)
4776,Amberpet,Hyderabad,Surabhi Grand,300,4,"Mughlai,North Indian,Chinese,Seafood",17.398,78.513,Locality (matched)
4781,Himayatnagar,Hyderabad,Bluedragon By Mandilicious,300,4.2,Chinese,17.4008,78.4813,Locality (matched)
4783,Adikmet,Hyderabad,Frosty Den,200,2.2,"Ice Cream,Pizzas,Fast Food,Beverages,Desserts",17.401,78.506,Locality (matched)
4810,Banjara Hills,Hyderabad,Sitara Grand - Nizami Pakwaan,300,3.6,"Biryani,Chinese,South Indian,North Indian,Tandoor",17.4156,78.4347,Locality (matched)
4841,Karve Nagar,Pune,Cheesiano Pizza,500,3.9,"Italian,Pizzas,Fast Food",18.49,73.8163,Locality (matched)
4853,Domlur,Bangalore,Venus Biryani,200,4.1,Biryani,12.961,77.6387,Locality (matched)
4956,Andheri East,Mumbai,Rj Spice,450,4.1,Chinese  Thai  Fast Food,19.1136,72.8697,Locality (matched)
5107,Agarkar Nagar,Pune,Blue Nile,1000,4.2,"Biryani,Mughlai,Tandoor,Chinese,Desserts,Ice Cream,Beverages",18.533,73.879,Locality (matched)
5119,Koregaon Park,Pune,Arthur'S Theme,800,4.3,"Italian,European",18.5362,73.8938,Locality (matched)
5120,Mundhwa,Pune,Carnival Restaurant & Bar,1000,4.2,"North Indian,Chinese,Seafood,Continental",18.539,73.921,Locality (matched)
5139,Shivajinagar,Pune,Smokin' Joe'S,400,4,"American,Fast Food",18.5308,73.8478,Locality (matched)
5150,Mohammed Wadi,Pune,Chai - The Way You Like It,250,4,Fast Food,18.46,73.92,Locality (matched)
5157,Shivajinagar,Pune,Mainland China,850,4.4,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",18.5308,73.8478,Locality (matched)
5172,Bandra Area,Mumbai,Theobroma,800,4.7,"Desserts,Bakery,Beverages",19.0596,72.8295,Locality (matched)
5208,Paschim Vihar,Delhi,Deli 63,400,2.9,"Street Food,Fast Food",28.6692,77.1013,Locality (matched)
5221,Malleshwaram,Bangalore,Food Paradise,326,3.9,"Mughlai,North Indian,Chinese,Fast Food",13.0035,77.5647,Locality (matched)
5247,Ashok Nagar,Bangalore,Corner House Ice Cream,250,4.7,"Ice Cream,Desserts",12.9843,77.5936,Locality (matched)
5251,Kalighat,Kolkata,Bachan'S Dhaba,250,4.3,"North Indian,Chinese",22.519,88.342,Locality (matched)
5255,Ballygunge,Kolkata,Mainland China,850,4.5,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",22.528,88.366,Locality (matched)
5285,Lakdikapul,Hyderabad,Chicha'S,200,3.8,"Biryani,Hyderabadi,Indian,Street Food",17.403,78.465,Locality (matched)
5297,Deccan Gymkhana,Pune,Le Plaisir,1000,4.5,"Italian,Continental,European,Desserts",18.5162,73.8397,Locality (matched)
5370,Deccan Gymkhana,Pune,Cafe Goodluck,200,4.4,"North Indian,Fast Food,Biryani,Cafe,Snacks,Beverages,Bakery",18.5162,73.8397,Locality (matched)
5408,Camp,Pune,George Restaurant,600,4.3,"North Indian,Chinese,Biryani,Mughlai,Parsi,Fast Food",18.5122,73.879,Locality (matched)
5496,Camp,Pune,Marzorin,200,4.4,"Fast Food,Bakery,Beverages,Snacks,Desserts",18.5122,73.879,Locality (matched)
5504,Antop Hill,Mumbai,Monica Chinese Fast Food,350,3.9,Chinese,19.0224,72.858,Locality (matched)
5538,Kothapet,Hyderabad,Kinara Grand,750,3.9,"North Indian,Chinese,Biryani",17.3745,78.531,Locality (matched)
5549,New Tippasandra,Bangalore,Dal Roti Sabji,150,4.5,North Indian,12.9744,77.6511,Locality (matched)
5573,Ashok Nagar,Bangalore,Mainland China,850,4.3,"Chinese,Oriental,Thai,Pan-Asian,Seafood,Asian,Desserts",12.9843,77.5936,Locality (matched)
5582,Vasanth Nagar,Bangalore,Shezan,600,4.3,"North Indian,Chinese,Continental,Mughlai",12.9899,77.5926,Locality (matched)
5596,Vasanth Nagar,Bangalore,Dolci Desserts,600,4.5,"Desserts,Pastas",12.9899,77.5926,Locality (matched)
5624,Deccan Gymkhana,Pune,Subway,350,4.4,"Fast Food,Healthy Food,Salads,Snacks,Desserts,Beverages",18.5162,73.8397,Locality (matched)
5691,Bandra Area,Mumbai,Smoke House Deli,600,4.4,"European,Italian,American,Pastas,Salads,Juices,Desserts,Combo",19.0596,72.8295,Locality (matched)
5743,Bhawani Peth,Pune,Madinah,200,4,"Mughlai,North Indian,Chinese,Biryani",18.504,73.866,Locality (matched)
5802,Bidhannagar,Kolkata,First Innings - The Stadel Hotel,800,4.5,"North Indian,Chinese,Continental",22.585,88.418,Locality (matched)
5862,Basheer Bagh,Hyderabad,Meghacity,500,4.4,"North Indian,Chinese",17.4001,78.474,Locality (matched)
5878,Kalyani Nagar,Pune,Salad Grills,300,4.3,"Healthy Food,Salads,Fast Food,Continental,North Indian,Chinese",18.5479,73.9014,Locality (matched)
5882,Ashok Nagar,Bangalore,Oh! Calcutta,800,4.3,Bengali,12.9843,77.5936,Locality (matched)
5893,Shankarapura,Bangalore,Polar Bear,300,4.5,"Desserts,Fast Food",12.945,77.572,Locality (matched)
5908,Vasanth Nagar,Bangalore,Miller'S 46,1100,4.4,"Steakhouse,American,Continental",12.9899,77.5926,Locality (matched)
5916,Sivanchetti Gardens,Bangalore,Carnival De Goa,500,4.1,"Goan,Mangalorean,Kerala,South Indian,Seafood,Coastal,Continental",12.9605,77.601,Locality (matched)
5989,Elgin,Kolkata,The Rouge,400,4.4,Desserts  Bakery,22.538,88.352,Locality (matched)
5994,Bidhannagar,Kolkata,The Darjeeling,500,4,"Chinese,Nepalese,Tibetan",22.585,88.418,Locality (matched)
6075,Paschim Vihar,Delhi,London Grill Co,500,4,"American,Healthy Food,Fast Food,Continental,Salads,Beverages,Desserts",28.6692,77.1013,Locality (matched)
6328,Mumbai,Mumbai,Mughal Fusions,300,3.9,"Mughlai,North Indian,Chinese,Seafood",19.076,72.8777,Locality (matched)
6329,Kurla West,Mumbai,Mughal Darbaar,300,3.7,"Mughlai,North Indian,Chinese,Seafood",19.07,72.879,Locality (matched)
6332,Saki Naka,Mumbai,Naaz Hotel,750,4.1,"Mughlai,North Indian,Chinese",19.1073,72.8873,Locality (matched)
6345,Teynampet,Chennai,Amaravathi,650,4.2,"Indian,Chinese,Andhra,Tandoor",13.0418,80.254,Locality (matched)
6358,Nandanam,Chennai,Eatalica,500,4.5,"Italian,American",13.033,80.242,Locality (matched)
6493,Rajajinagar,Bangalore,Kudla Beach,400,3.9,"North Indian,Chinese,Seafood,South Indian",12.9905,77.5554,Locality (matched)
6518,Langford Gardens,Bangalore,Rolls Kitchen,200,4.4,Fast Food,12.955,77.6023,Locality (matched)
6577,Punjagutta,Hyderabad,Zyqa Restaurant,200,4,"North Indian,Biryani,Chinese",17.4256,78.453,Locality (matched)
6585,Himayatnagar,Hyderabad,Sahara Bakers,200,3.8,"Bakery,Pizzas",17.4008,78.4813,Locality (matched)
6663,Kurla West,Mumbai,Mughal Dhaba,500,4,"Mughlai,North Indian,Chinese",19.07,72.879,Locality (matched)
6723,Deccan Gymkhana,Pune,Spring Onion,500,4.3,"Chinese,Thai,Pan-Asian,Seafood",18.5162,73.8397,Locality (matched)
6745,Koti,Hyderabad,Tibbs Frankie,150,4.3,Snacks,17.3833,78.4794,Locality (matched)
6775,Kalighat,Kolkata,Petuk,350,4,"Mughlai,Chinese,Fast Food",22.519,88.342,Locality (matched)
6850,Malleshwaram,Bangalore,Shanthi Sagar Grand,200,4,"North Indian,South Indian,Fast Food",13.0035,77.5647,Locality (matched)
6851,Abids,Hyderabad,Agrawala Sweets,250,4.3,"Sweets,Fast Food",17.3915,78.4756,Locality (matched)
6917,Powai,Mumbai,Eagle Boys Pizza,600,3.7,Pizzas  Fast Food,19.1176,72.906,Locality (matched)
6924,Richmond Town,Bangalore,Freshmenu,250,4.1,"Chinese,Continental,Italian,Mediterranean,Thai,Lebanese,American,Asian,Beverages,Bakery,Biryani,Desserts,Mexican,North Indian,Salads,Pizzas",12.9611,77.6033,Locality (matched)
7002,Himayatnagar,Hyderabad,Angaara,250,3.9,"Indian,Chinese,Tandoor",17.4008,78.4813,Locality (matched)
7029,Santacruz East,Mumbai,Golden Wave Restaurant,1000,2.9,"North Indian,Chinese,Continental",19.0822,72.8416,Locality (matched)
7199,Bidhannagar,Kolkata,Afraa Deli-Sector 1,700,4.3,"Continental,Fast Food,Italian,Beverages",22.585,88.418,Locality (matched)
7204,Bidhannagar,Kolkata, Conclave At Afraa,850,3.9,"Italian,Indian,Continental",22.585,88.418,Locality (matched)
7341,Ashok Nagar,Bangalore,Shiro,1400,4.4,"Japanese,Asian",12.9843,77.5936,Locality (matched)
7412,Khairtabad,Hyderabad,Paradise Biryani,400,3.9,Biryani  North Indian  Chinese,17.411,78.462,Locality (matched)
7415,Aundh,Pune,Delhi Kitchen,300,4,"Tandoor,North Indian,Biryani,Beverages,Desserts",18.559,73.808,Locality (matched)
7626,Vishnu Garden,Delhi,Sethi Restaurant,300,4,North Indian,28.639,77.094,Locality (matched)
7674,Beleghata,Kolkata,Mama Mia! - Italian Ice Creams,200,4.7,Ice Cream Cakes  Desserts  Bakery  Sweets  Beverages,22.562,88.39,Locality (matched)
7689,Lake Town,Kolkata,Buddha Bites-Jessore Road,300,3.7,"Chinese,Asian,Fast Food,Snacks,Tibetan",22.605,88.395,Locality (matched)
7776,Gopalapuram,Chennai,The Kati Roll Shop,250,4.3,Street Food,13.045,80.257,Locality (matched)
7784,Powai Area,Mumbai,Asia Kitchen By Mainland China,850,4.3,"Asian,Chinese,Oriental",19.1176,72.906,Locality (matched)
7826,Alwarpet,Chennai,Benjarong,1500,4.6,Thai,13.0339,80.254,Locality (matched)
7828,Mylapore,Chennai,Kaaraikudi,500,3.6,Chettinad,13.0339,80.2695,Locality (matched)
7859,Central Markt Punjabi Bagh,Delhi,Wok In The Clouds,1500,4.5,"North Indian,Chinese,Thai,Continental",28.665,77.131,Locality (matched)
7898,Golpark,Kolkata,Crossroad Crystal - Golpark,350,4.1,"Indian,Chinese,Bengali",22.517,88.363,Locality (matched)
7940,Andheri East,Mumbai,99 East,300,2.9,North Indian  Chinese  Seafood,19.1136,72.8697,Locality (matched)
8009,Pashan,Pune,Saffron Multicuisine,400,4.5,"Mughlai,North Indian,Chinese,Seafood,Tandoor",18.537,73.797,Locality (matched)
8040,South Kolkata,Kolkata,Second House,500,2.9,"North Indian,Chinese,Kebabs,Biryani,Mughlai",22.5,88.345,Locality (matched)
8046,Gariahat,Kolkata,Santa'S Fantasea,1200,4.3,"Tribal,Seafood,Chinese",22.519,88.363,Locality (matched)
8093,Punjagutta,Hyderabad,Akson Restaurant,250,4.3,"North Indian,Biryani,Kerala",17.4256,78.453,Locality (matched)
8139,Kotturpuram,Chennai,Ciclo Cafe,1100,4.4,"Continental,Italian,Italian-American",13.027,80.241,Locality (matched)
8175,Paschim Vihar,Delhi,Chawla Kitchen,500,3.8,"Chinese,Mughlai,Indian,Snacks,Popular Brand Store,Fast Food",28.6692,77.1013,Locality (matched)
8205,Habsiguda,Hyderabad,Taste Of India,600,4.2,"North Indian,Chinese,Continental",17.4055,78.546,Locality (matched)
8213,Uppal,Hyderabad,Crunchy'S,150,3.8,"Italian,American",17.4062,78.559,Locality (matched)
8241,Indiranagar,Bangalore,Paris Panini - French Street Food,450,4.4,"French,Street Food",12.9719,77.6412,Locality (matched)
8272,Alwarpet,Chennai,Ashvita Bistro,500,4.1,"Continental,Asian",13.0339,80.254,Locality (matched)
8275,Alwarpet,Chennai,Gogo Momo,350,4.2,Chinese,13.0339,80.254,Locality (matched)
8323,Punjabi Bagh,Delhi,Blue Water Grille,600,3.9,"North Indian,Chinese,Continental,Fast Food",28.665,77.131,Locality (matched)
8469,Kasba,Kolkata,Sheerazi,350,4.3,"North Indian,Chinese",22.514,88.38,Locality (matched)
8501,Alwarpet,Chennai,Dhabba Express,500,4,"Punjabi,North Indian,Chinese",13.0339,80.254,Locality (matched)
8587,Barabazar Market,Kolkata,Royal Indian Hotel,450,4.3,"North Indian,Biryani,Mughlai",22.572,88.351,Locality (matched)
8687,Manicktala,Kolkata,Urbans Cafe,350,4.2,"Chinese,Mexican,Continental",22.587,88.376,Locality (matched)
8688,Punjagutta,Hyderabad,Friends Shawarma,200,4.3,Lebanese,17.4256,78.453,Locality (matched)
8698,Maniktala,Kolkata,New Paul Dhaba,400,3.9,"North Indian,Chinese",22.587,88.376,Locality (substring match: 'maniktala main rd')
8708,Esplanade,Kolkata,Lazzat,300,4.1,Chinese,22.565,88.352,Locality (matched)
